Processo,Classe/Assunto,Relator(a),Comarca,Órgão julgador,Data do julgamento,Data de publicação,Ementa;;;;;;;;;;;;;;;;;;;;;;
"4013296-60.2013.8.12.0000,Agravo de Instrumento / Liminar,Des. Claudionor Miguel Abss Duarte,Campo Grande,4ª Câmara Cível,2014-03-18,2014-03-21,""Ementa: E M E N T A- AGRAVO DE INSTRUMENTO - AÇÃO ORDINÁRIA C/C TUTELA ANTECIPADA - REDE DE ESGOTO INADEQUADA - PRELIMINARES DE NÃO CONHECIMENTO POR INADMISSIBILIDADE DO RECURSO E OFENSA AO PRINCÍPIO DA DIALETICIDADE - REJEITADAS - EXTINÇÃO DO PROCESSO POR ILEGITIMIDADE PASSIVA AD CAUSAM DE ALGUNS LITISCONSORTES PASSIVOS - APLICAÇÃO DA TEORIA DA ASSERÇÃO, MAS COM A OBSERVÂNCIA DO SISTEMA JURÍDICO VIGENTE NO BRASIL - ANÁLISE DA LEGITIMIDADE COM BASE NAS ALEGAÇÕES CONTIDAS NA INICIAL, DESDE QUE CONSIDERADOS ELEMENTOS FÁTICOS E LEGAIS JÁ PERCEPTÍVEIS NOS AUTOS - LEGITIMIDADE PASSIVA DO MUNICÍPIO QUANTO ÀS OMISSÕES CONCERNENTES AO LICENCIAMENTO E À FISCALIZAÇÃO DE EMPREENDIMENTOS - PERTINÊNCIA SUBJETIVA DA CONCESSIONÁRIA EM RELAÇÃO À INSPEÇÃO DE INSTALAÇÕES INTERNAS DOS USUÁRIOS E DA DISPONIBILIDADE DOS SERVIÇOS DE ESGOTO - DECISÃO PARCIALMENTE REFORMADA - RECURSO PROVIDO EM PARTE. O recurso de apelação não é cabível em face de decisão que reconhece a ilegitimidade de alguma das partes, mas permite o prosseguimento do feito, sendo admissível, no caso, o agravo por instrumento. Não viola o princípio da dialeticidade o recurso no qual há fundamentação adequada e manifesto intuito de reforma da decisão agravada. Para que o juiz possa concluir pela demonstração ou não das condições da ação, pode ele analisar outros elementos provas juntadas à inicial, legislação aplicada à situação em estudo, etc. e não somente as alegações da inicial, sob pena de violar o princípio da legalidade e o art. 126, do CPC. Assim, o que a Teoria da Asserção tem a contribuir para o sistema jurídico brasileiro é a adoção de uma técnica que evita a extinção do processo, sem resolução do mérito, na sentença ou em momento posterior, quando a instrução processual, obviamente, já está concluída. Correta é a exclusão apenas do Instituto de Meio Ambiente do Estado de Mato Grosso do Sul IMASUL, do pólo passivo da demanda, porque, de acordo com o que foi afirmado na inicial (f. 38-67), e pela constatação óbvia de que os problemas noticiados pelos autores remeterem aos limites do Município de Campo Grande, é evidente que essa autarquia estadual não possui atribuição de fiscalização ambiental de empreendimentos municipais. Muito embora a configuração da omissão alegada pelos agravantes seja questão de mérito, o fato é que, no âmbito normativo Lei Estadual nº 2.263/2001, Leis Municipais nº 2.909/92, 3.698/99, 3.928/01 e 4.463/07, e Decreto Municipal nº 12.071 de 27 de dezembro de 2012), a Águas de Guariroba S/A, tem pertinência subjetiva referente à causa de pedir apresentada na inicial, sendo incorreto excluí-la do pólo passivo.""";;;;;;;;;;;;;;;;;;;;;;
"4013501-89.2013.8.12.0000,Agravo de Instrumento / Liminar,Des. Claudionor Miguel Abss Duarte,Campo Grande,4ª Câmara Cível,2014-03-18,2014-03-21,""Ementa: E M E N T A-AGRAVO DE INSTRUMENTO - AÇÃO ORDINÁRIA C/C TUTELA ANTECIPADA - REDE DE ESGOTO INADEQUADA - PRELIMINARES DE NÃO CONHECIMENTO POR INADMISSIBILIDADE DO RECURSO E OFENSA AO PRINCÍPIO DA DIALETICIDADE - REJEITADAS - EXTINÇÃO DO PROCESSO POR ILEGITIMIDADE PASSIVA AD CAUSAM DE ALGUNS LITISCONSORTES PASSIVOS - APLICAÇÃO DA TEORIA DA ASSERÇÃO, MAS COM A OBSERVÂNCIA DO SISTEMA JURÍDICO VIGENTE NO BRASIL - ANÁLISE DA LEGITIMIDADE COM BASE NAS ALEGAÇÕES CONTIDAS NA INICIAL, DESDE QUE CONSIDERADOS ELEMENTOS FÁTICOS E LEGAIS JÁ PERCEPTÍVEIS NOS AUTOS - LEGITIMIDADE PASSIVA DO MUNICÍPIO QUANTO ÀS OMISSÕES CONCERNENTES AO LICENCIAMENTO E À FISCALIZAÇÃO DE EMPREENDIMENTOS - PERTINÊNCIA SUBJETIVA DA CONCESSIONÁRIA EM RELAÇÃO À INSPEÇÃO DE INSTALAÇÕES INTERNAS DOS USUÁRIOS E DA DISPONIBILIDADE DOS SERVIÇOS DE ESGOTO - DECISÃO PARCIALMENTE REFORMADA - RECURSO PROVIDO EM PARTE. O recurso de apelação não é cabível em face de decisão que reconhece a ilegitimidade de alguma das partes, mas permite o prosseguimento do feito, sendo admissível, no caso, o agravo por instrumento. Não viola o princípio da dialeticidade o recurso no qual há fundamentação adequada e manifesto intuito de reforma da decisão agravada. Para que o juiz possa concluir pela demonstração ou não das condições da ação, pode ele analisar outros elementos - provas juntadas à inicial, legislação aplicada à situação em estudo, etc. - e não somente as alegações da inicial, sob pena de violar o princípio da legalidade e o art. 126, do CPC. Assim, o que a Teoria da Asserção tem a contribuir para o sistema jurídico brasileiro é a adoção de uma técnica que evita a extinção do processo, sem resolução do mérito, na sentença ou em momento posterior, quando a instrução processual, obviamente, já está concluída. Correta é a exclusão apenas do Instituto de Meio Ambiente do Estado de Mato Grosso do Sul - IMASUL, do pólo passivo da demanda, porque, de acordo com o que foi afirmado na inicial (f. 38-67), e pela constatação óbvia de que os problemas noticiados pelos autores remeterem aos limites do Município de Campo Grande, é evidente que essa autarquia estadual não possui atribuição de fiscalização ambiental de empreendimentos municipais. Muito embora a configuração da omissão alegada pelos agravantes seja questão de mérito, o fato é que, no âmbito normativo Lei Estadual nº 2.263/2001, Leis Municipais nº 2.909/92, 3.698/99, 3.928/01 e 4.463/07, e Decreto Municipal nº 12.071 de 27 de dezembro de 2012), a Águas de Guariroba S/A, tem pertinência subjetiva referente à causa de pedir apresentada na inicial, sendo incorreto excluí-la do pólo passivo.""";;;;;;;;;;;;;;;;;;;;;;
"4005275-95.2013.8.12.0000,Agravo de Instrumento / Revogação/Concessão de Licença Ambiental,Des. Sideni Soncini Pimentel,Nova Alvorada do Sul,5ª Câmara Cível,2013-08-29,2014-05-15,""Ementa: AGRAVO DE INSTRUMENTO - AÇÃO CIVIL PÚBLICA - DANOS AO MEIO AMBIENTE - LIMINAR QUE DETERMINOU AO ESTADO DE MATO GROSSO DO SUL A EXIGÊNCIA DE EIA-RIMA - COISA JULGADA E ILEGITIMIDADE PASSIVA - MATÉRIA NÃO APRECIADA - SUPRESSÃO DE INSTÂNCIA - OFENSA AO PRINCÍPIO DA TRIPARTIÇÃO DOS PODERES - AFASTADA - EMPRESA QUE ATUALMENTE ENCONTRA-SE INOPERANTE - AUSÊNCIA DOS REQUISITOS PARA ANTECIPAÇÃO DE TUTELA - DECISÃO PARCIALMENTE REVOGADA - RECURSO PARCIALMENTE CONHECIDO E PARCIALMENTE PROVIDO. 1. No que se refere a coisa julgada e ilegitimidade passiva do agravante, apesar de matéria de ordem pública, sua análise em sede recursal ensejaria supressão de instância, principalmente por estar a lide em formação (citação das partes), havendo necessidade de abertura do contraditório. 2. A observância à legislação ambiental também é dever do Estado, daí que, em caso de negligência e verificando-se risco a coletividade, impõe-se a intervenção do Poder Judiciário, como forma de atender ao que determina a própria Constituição Federal (""""a lei não excluirá da apreciação do Poder Judiciário lesão ou ameaça a direito"""" - art.5º, XXXV), não merecendo prosperar a alegada ofensa ao princípio da tripartição dos poderes. 3. Estando as atividades da empresa suspensas, ao menos para fins de antecipação dos efeitos da tutela, desnecessário se faz a exigência do Estudo do Impacto Ambiental para a concessão de licenciamento, conforme imposto ao agravante, devendo, pois, ser revogada em parte a decisão recorrida.""";;;;;;;;;;;;;;;;;;;;;;
"0800164-27.2012.8.12.0025,Apelação Cível / Prescrição,Des. Luiz Tadeu Barbosa Silva,Bandeirantes,5ª Câmara Cível,2013-09-12,2014-05-15,""Ementa: APELAÇÃO CÍVEL - EMBARGOS DO DEVEDOR - EXECUÇÃO - MULTA POR INFRAÇÃO AMBIENTAL - PRESCRIÇÃO QUINQUENAL DA PRETENSÃO PUNITIVA - DIES A QUO INICIADO COM A NOTIFICAÇÃO DO DEVEDOR DO RESULTADO DO PROCESSO ADMINISTRATIVO - RECURSO IMPROVIDO. A Lei n. 9.873/99 com as alterações e inclusão de dispositivos da Lei n. 11.941/2009 estabelece prazo prescricional quinquenal tanto para a pretensão punitiva como para a executória. Aquela deflagrada, dentre outras meios, pela notificação do infrator do resultado do processo administrativo instaurado pelo órgão público.""";;;;;;;;;;;;;;;;;;;;;;
"1601616-80.2013.8.12.0000,Agravo de Instrumento / Vistoria,Des. Josué de Oliveira,Campo Grande,4ª Câmara Cível,2013-09-17,2014-05-15,""Ementa: E M E N T AAGRAVO DE INSTRUMENTO - MANDADO DE SEGURANÇA - BAR E RESTAURANTE QUE FUNCIONA COM EXECUÇÃO DE MÚSICA AO VIVO - AUSÊNCIA DE LICENÇA AMBIENTAL - LIMINAR DEFERIDA PARCIALMENTE, APENAS PARA FUNCIONAMENTO DO BAR, SEM MÚSICA AO VIVO E/OU MECÂNICA AMPLIFICADA - AUSÊNCIA DOS REQUISITOS LEGAIS PARA A CONCESSÃO INTEGRAL DA LIMINAR - DECISÃO MANTIDA - RECURSO IMPROVIDO. O deferimento de medida liminar em mandado de segurança depende da presença dos requisitos estabelecidos pelo inciso III do art. 7º da Lei nº 12.016, de 7/8/2009. Como o funcionamento de bar e restaurante com execução de música ao vivo e/ou mecânica amplificada depende da apresentação do respectivo licenciamento ambiental, escorreita a decisão que concede apenas parcialmente a liminar, ante o não atendimento, pela impetrante, da legislação municipal que rege o exercício dessa atividade (Lei Municipal nº 2.909, de 28/7/1992, art. 90, inciso VII).""";;;;;;;;;;;;;;;;;;;;;;
"0000583-94.2009.8.12.0022,Apelação Cível / Posse,Des. Josué de Oliveira,Anaurilândia,4ª Câmara Cível,2013-09-03,2014-05-15,""Ementa: E M E N T A-APELAÇÃO CÍVEL - AÇÃO DE REINTEGRAÇÃO DE POSSE - ESBULHO POSSESSÓRIO NÃO CARACTERIZADO - POSSE EXERCIDA COM AUTORIZAÇÃO DA DEMANDANTE PARA PERMANÊNCIA NA ÁREA OBJETO DO LITÍGIO - COMPROMISSO DA AUTORA DE INSTALAÇÃO DE PONTOS DE PESCA - DESCUMPRIMENTO - CONSTRUÇÃO DE BARRACO DE MADEIRA INCAPAZ DE CAUSAR IMPACTO AMBIENTAL RELEVANTE - SENTENÇA CONFIRMADA - PREQUESTIONAMENTO - RECURSO IMPROVIDO. Não se caracteriza o esbulho possessório para fins de reintegração de posse se a própria demandante deu autorização para que o requerido, pescador profissional, permanecesse na área em litígio, com o compromisso de instituir pontos de pesca para atender aos pescadores da região, por ocasião da formação do lago para a construção da Usina Hidrelétrica Sérgio Mota. A construção feita pelo demandado de um barraco rústico de madeira, com apenas 25,00m2 de extensão, para o exercício de sua profissão de pescador é ineficiente para causar qualquer dano, considerando que o impacto ambiental na área é irrelevante. Na senda do entendimento pacificado no âmbito do Superior Tribunal de Justiça, o juiz não fica obrigado a manifestar-se sobre todas as alegações das partes, nem a ater-se aos fundamentos indicados por elas ou a responder, um a um, a todos os seus argumentos, quando já encontrou motivo suficiente para fundamentar a decisão.""";;;;;;;;;;;;;;;;;;;;;;
"1601574-31.2013.8.12.0000,Habeas Corpus Criminal / Trancamento,Des. Francisco Gerardo de Sousa,Campo Grande,1ª Câmara Criminal,2013-08-12,2014-05-15,""Ementa: HABEAS CORPUS - CRIME AMBIENTAL - TRANCAMENTO DA AÇÃO PENAL - ATIPICIDADE DA CONDUTA - ORDEM CONCEDIDA. I - A conduta pela qual a paciente foi incriminada é atípica, uma vez que se amolda à prática prevista no art. 49, incisos I e V, da Lei n. 9.433/97, que instituiu a Política Nacional de Recursos Hídricos, cujas sanções, previstas no seu art. 50, são de natureza exclusivamente administrativa, sem referência à cumulação com sanções penais. Outrossim, a Resolução n. 237/97 do Conselho Nacional do Meio Ambiente - CONAMA, bem como a Resolução n. 8, de 06/07/2009 da Secretaria Estadual do Meio Ambiente, do Planejamento, da Ciência e Tecnologia SEMAC/MS , não prevêem a captação de água superficial ou subterrânea como atividade potencialmente poluidora, não podendo a simples falta de autorização, que é de natureza administrativa, servir de fundamento para a persecução penal. Da mesma forma, o verbo do tipo descrito no art. 60 da Lei n. 9.605/98 são: """"construir, reformar, ampliar, instalar ou fazer funcionar"""" estabelecimentos, obras ou serviços potencialmente poluidores, sem licença ou autorização dos órgãos ambientais competentes, aí não incluída a atividade de captação de água de cursos hídricos naturais (rios, lagoas, riachos, córregos, lençóis freáticos etc.). II - Com relação ao disposto no art. 68 da Lei n. 9.605/98, imperioso salientar que, nos termos do § 2.º do art. 1.º da já mencionada Resolução n. 8, de 06/07/2009 da Secretaria Estadual do Meio Ambiente, do Planejamento, da Ciência e Tecnologia SEMAC/MS, que disciplina o licenciamento ambiental de poços tubulares para captação de água no Estado, há a dispensa de autorização para instalação de poços inferiores a 50 (cinquenta) metros e diâmetro inferior a 4,5 polegadas de diâmetro. In casu, o laudo de vistoria acostado aos autos nada mencionou acerca da profundidade e diâmetro do poço tubular. III - Por fim, ao que tudo indica a água retirada diretamente do subsolo era utilizada somente para manutenção do estabelecimento, e não se destinava à ingestão humana, já que o hotel tem contrato com a concessionária pública para o fornecimento de água e tratamento de esgoto. Ainda que destinada ao consumo humano (do que não há sequer indícios), nada demonstra que houvesse suspeitas mínimas sobre qualquer tipo de contaminação capaz de provocar danos à saúde humana, o que seria imprescindível para a caracterização da conduta criminosa descrita no art. 66 do Código de Defesa do Consumidor.""";;;;;;;;;;;;;;;;;;;;;;
"0000012-09.2011.8.12.0005,Apelação Cível / Responsabilidade Civil,Des. Vladimir Abreu da Silva,Aquidauana,5ª Câmara Cível,2013-08-15,2014-05-15,""Ementa: APELAÇÃO CÍVEL DA AUTARQUIA ESTADUAL - AÇÃO DE INDENIZAÇÃO POR DANOS MORAIS C/C OBRIGAÇÃO DE FAZER - POLUIÇÃO AMBIENTAL - DANOS PROVOCADOS POR ATIVIDADE SIDERÚRGICA - PRELIMINAR NULIDADE DA SENTENÇA POR AUSÊNCIA DE SUBSUNÇÃO AOS FATOS SOB DISCUSSÃO - AFASTADA. Não há impedimento ao magistrado em reproduzir as razões já desenvolvidas em outras ações indenizatórias decorrentes do mesmo fato, mormente face a não comprovação da atualidade dos danos. AGRAVO RETIDO DA AUTARQUIA ESTADUAL - PRESCRIÇÃO - PRAZO QUINQUENAL NAS CONDENAÇÕES DA FAZENDA PÚBLICA - DECRETO Nº 20.910/32 - ENTENDIMENTO ATUAL DA CORTE SUPERIOR - RECURSO PROVIDO. Segundo entendimento atual e pacificado no âmbito do Superior Tribunal de Justiça (Resp nº 1251993/PR), incide nas condenações da Fazenda Pública o prazo quinquenal fixado pelo Decreto nº 20.910/32. Sendo o ato danoso praticado em 23.09.2005 - concessão pela autarquia da Licença de Operação da siderúrgica, sem o preenchimento de todos os requisitos legais exigidos, a prescrição extintiva operou-se em 23.09.2010, restando, portanto, prescrita a ação ajuizada em 15.12.2010, em relação ao ente público. APELAÇÃO DA EMPRESA SIDERÚRGICA - PREJUDICIAL SUSCITADA EX OFFICIO - PRESCRIÇÃO TRIENAL DA AÇÃO QUE VISA A REPARAÇÃO CIVIL PELOS DANOS PROVOCADOS - ART. 206, § 3º, V DO CÓDIGO CIVIL - ACOLHIDA - RECURSO NÃO CONHECIDO. A prescrição da reparação civil por danos é trienal, conforme dispõe o art. 206, § 3º, V do Código Civil. Ocorrido o evento danoso no ano de 2005, operou-se a prescrição da pretensão indenizatória ajuizada no ano de 2010.""";;;;;;;;;;;;;;;;;;;;;;
"0803799-22.2011.8.12.0002,Apelação Cível / Águas Públicas,Des. Josué de Oliveira,Dourados,4ª Câmara Cível,2013-09-03,2014-05-15,""Ementa: E M E N T A-apelaçÃo cível - Açao Civil Pública - investigaçÃo ambiental - Substâncias estranhas encontradas em poço profundo de CaptaçÃo de água - RealizaçÃo de vistorias na localidade - ausência de novos indício de poluiçÃo na localidade - negado provimento. I No caso, a investigação preliminar pretendida pelo Ministério Público já foi realizada, na época e nos anos posteriores, pelo IMASUL, e somente não evoluiu para uma investigação ambiental (Estudo de Passivo Ambiental), em razão da ausência de novos indícios de suspeita de contaminação do lençol freático. II Na espécie, é desnecessário e desarrazoado obrigar o Estado de Mato Grosso do Sul e a IMASUL a proceder à realização de uma investigação ambiental, por meio de serviço técnico e especializado que demandará tempo e recursos financeiros, além da contratação de empresa com conhecimento em hidrogeologia e estudo de passivo ambiental (conforme parecer do Gerente de Controle e Fiscalização/ IMASUL), se durante aproximadamente 5 (cinco) anos (período entre a data dos fatos e o presente) não foram constatados mais nenhum indício de poluição, tanto na localidade quanto na região vizinha.""";;;;;;;;;;;;;;;;;;;;;;
"0003173-93.2008.8.12.0017,Embargos de Declaração Cível / Assunto não Especificado,Des. Oswaldo Rodrigues de Melo,Nova Andradina,3ª Câmara Cível,2013-09-17,2014-05-15,""Ementa: E M E N T A- EMBARGOS DE DECLARAÇÃO EM APELAÇÃO CÍVEL - OMISSÃO CARACTERIZADA - SUSPENSÃO DA LICENÇA DE OPERAÇÃO N.º 12/2008 E DO TAC CELEBRADO ENTRE O IMASUL E A ASSOCIAÇÃO DOS PROPRIETÁRIOS DAS CASAS DE VERANEIO DO VALE DO RIO IVINHEMA - AUSÊNCIA DE ILEGALIDADE - REVOGAÇÃO QUE OCORRE POR CRITÉRIOS DE CONVENIÊNCIA E OPORTUNIDADE - POSSIBILIDADE DE RESTAURAÇÃO DO ATO REVOGADO - ARTIGO 61-A, DA LEI N.º12.651/2012 - EMBARGOS ACOLHIDOS SEM MODIFICAÇÃO DO JULGADO. I - Inexiste ilegalidade na Licença de Operação n.º 12/2008 a qual foi concedida em observâncias aos ditames legais, notadamente às normas de proteção ambiental. II - Ao revogar um ato administrativo, a autoridade está adstrita à apreciação dos elementos da conveniência e oportunidade, não se cogitando de invalidade e/ou ilegalidade do ato revogado, razão pela qual se mostra possível restabelecer os efeitos do ato revogado. III - A suspensão da Licença de Operação n.º 12/2008 e de quaisquer outros atos administrativos não pode prejudicar àqueles que, apoiados na sua vigência, realizaram benfeitorias ou edificações em área de preservação ambiental. IV - Eventual ilegalidade existente na autorização de exploração de área de preservação permanente fica superada com o advento do artigo 61-A, da Lei n.º 12.651/2012. V - Os embargos de declaração não constituem meio hábil para o prequestionamento que deve ser feito no recurso de apelação, nas contrarrazões ou no recurso adesivo. VI - Embargos acolhidos sem modificação do julgado.""";;;;;;;;;;;;;;;;;;;;;;
"0002412-15.2010.8.12.0010,Apelação Criminal / Crimes contra a Flora,Des. Carlos Eduardo Contar,Fátima do Sul,2ª Câmara Criminal,2013-11-24,2014-04-24,""Ementa: APELAÇÃO - PENAL - IMPEDIR OU DIFICULTAR REGENERAÇÃO DE FLORESTA - RESPOSTA À ACUSAÇÃO DEFICIENTE - PRELIMINARES AFASTADAS - ART. 48, DA LEI N.º 9.605/98 - PRAZOS EXTRAPOLADOS ENTRE OS FATOS E O RECEBIMENTO DA DENÚNCIA - PRESCRIÇÃO RETROATIVA - OCORRÊNCIA - DEIXAR DE CUMPRIR OBRIGAÇÃO DE RELEVANTE INTERESSE AMBIENTAL - CONJUNTO PROBATÓRIO SUFICIENTE - DOLO DEMONSTRADO - PENA DE MULTA - REDUÇÃO - CONDIÇÕES ECONÔMICAS INSUFICIENTES NÃO COMPROVADAS - NÃO PROVIMENTO. Não se verificando deficiência na resposta à acusação e evidenciado que a mesma atende os requisitos legais não há se falar em nulidade. Na prescrição retroativa contam-se os prazos com base na pena concreta aplicada na sentença. Se entre as datas do recebimento da denúncia e da publicação da sentença transcorreu lapso superior ao previsto na lei, ocorrendo a prescrição, a mesma há de ser declarada tão logo observada em relação ao crime do art. 48, da Lei n.º 9.605/98. A prova testemunhal desfavorável aliada a """"autos de infração"""", cópias do processo administrativo instaurado pelo IBAMA e """"laudo pericial"""" comprovam a ocorrência do crime previsto no art. 68, da Lei n.º 9.605/98, mormente existindo prévia ciência da acusada acerca dos problemas ambientais. Resta inviabilizada a redução da pena de multa quando, além da falta de comprovação de dificuldades econômicas, há possibilidade de parcelamento do quantum fixado. Apelação defensiva a que se nega provimento, ante a correta aplicação da lei e apreço devido dos elementos dos autos, decretando-se de ofício a extinção da punibilidade no tocante a um dos crimes.""";;;;;;;;;;;;;;;;;;;;;;
"0001931-89.2010.8.12.0030,Apelação Criminal / Pesca,Des. Carlos Eduardo Contar,Brasilândia,2ª Câmara Criminal,2013-10-07,2014-04-07,""Ementa: APELAÇÃO PENAL CRIME AMBIENTAL PESCA MEDIANTE UTILIZAÇÃO DE PETRECHO NÃO PERMITIDO ALEGADA ATIPICIDADE DA CONDUTA USO DO ESPINHEL EM ÁGUAS PROIBIDAS NÃO PROVIMENTO. Demonstrado que o crime de pesca mediante petrecho proibido ocorreu em local onde a utilização do espinhel não era permitida não há falar em atipicidade da conduta, devendo ser mantida a condenação. Apelação defensiva a se nega provimento, ante a correta aplicação da lei penal.""";;;;;;;;;;;;;;;;;;;;;;
"0801950-26.2013.8.12.0008,Apelação Cível / DIREITO AMBIENTAL,Des. Paschoal Carmello Leandro,Corumbá,4ª Câmara Cível,2013-12-09,2014-01-14,""Ementa: E M E N T A-APELAÇÃO CÍVEL - REPARAÇÃO DE DANOS MATERIAIS E IMATERIAIS C.C OBRIGAÇÃO DE FAZER - OFENSA AO PRINCÍPIO DA DIALETICIDADE - PRELIMINAR REJEITADA - MÉRITO - DANO AMBIENTAL - INTERESSE DE AGIR CONFIGURADO - SENTENÇA CASSADA - RECURSO PROVIDO Quando o recorrente ataca de forma direta, relatando os fatos que entendeu ter ocorrido, bem como o direito que sustenta possuir, de modo que permita o recorrido a contra-atacá-los não há violação ao princípio da dialeticidade. Considerando que o provimento jurisdicional é necessário para o autor obter a reparação pretendida, bem como que a medida é adequada para satisfação do direito alegado, não se pode falar em falta de interesse de agir ou interesse processual.""";;;;;;;;;;;;;;;;;;;;;;
"0003170-41.2008.8.12.0017,Embargos de Declaração Cível / Assunto não Especificado,Des. Oswaldo Rodrigues de Melo,Nova Andradina,3ª Câmara Cível,2013-12-09,2014-01-14,""Ementa: EMBARGOS DE DECLARAÇÃO DE JOÃO MARCIO SOARES E NILTON ANTÔNIO DA SILVA: EMBARGOS DE DECLARAÇÃO EM APELAÇÃO CÍVEL - REQUISITOS DE ADMISSIBILDADE DO RECURSO - DEMONSTRAÇÃO DE ERRO MATERIAL NA INDICAÇÃO DO ANO DE PUBLICAÇÃO DO DECRETO N.º 12.673/2009 - EMBARGOS ACOLHIDOS. I - Os embargos de declaração constituem recurso rígido que exige a presença dos pressupostos processuais de cabimento para o seu acolhimento, nos termos do que dispõe o artigo 535 do Código de Processo Civil. II - Deve ser corrigido o equívoco na indicação do ano do Decreto n.º 12.673/2009, o qual caracteriza mero erro material. III - Não devem ser conhecidas argumentações novas trazidas, ainda que intituladas como de """"ordem pública"""", mormente se o objeto dos embargos está limitado a sanar omissão já reconhecida pelos Tribunais Superiores. IV - Embargos acolhidos. EMBARGOS DE DECLARAÇÃO DO MINISTÉRIO PÚBLICO ESTADUAL: EMBARGOS DE DECLARAÇÃO EM APELAÇÃO CÍVEL - OMISSÃO CARACTERIZADA - SUSPENSÃO DA LICENÇA DE OPERAÇÃO N.º 12/2008 E DO TAC CELEBRADO ENTRE O IMASUL E A ASSOCIAÇÃO DOS PROPRIETÁRIOS DAS CASAS DE VERANEIO DO VALE DO RIO IVINHEMA - AUSÊNCIA DE ILEGALIDADE - REVOGAÇÃO QUE OCORRE POR CRITÉRIOS DE CONVENIÊNCIA E OPORTUNIDADE - POSSIBILIDADE DE RESTAURAÇÃO DO ATO REVOGADO - ARTIGO 61-A, DA LEI N.º12.651/2012 - EMBARGOS ACOLHIDOS SEM MODIFICAÇÃO DO JULGADO. I - Inexiste ilegalidade na Licença de Operação n.º 12/2008 a qual foi concedida em observâncias aos ditames legais, notadamente às normas de proteção ambiental. II - Ao revogar um ato administrativo, a autoridade está adstrita à apreciação dos elementos da conveniência e oportunidade, não se cogitando de invalidade e/ou ilegalidade do ato revogado, razão pela qual se mostra possível restabelecer os efeitos do ato revogado. III - A suspensão da Licença de Operação n.º 12/2008 e de quaisquer outros atos administrativos não pode prejudicar àqueles que, apoiados na sua vigência, realizaram benfeitorias ou edificações em área de preservação ambiental. IV - Eventual ilegalidade existente na autorização de exploração de área de preservação permanente fica superada com o advento do artigo 61-A, da Lei n.º 12.651/2012. V - Os embargos de declaração não constituem meio hábil para o prequestionamento que deve ser feito no recurso de apelação, nas contrarrazões ou no recurso adesivo. VI - Embargos acolhidos sem modificação do julgado.""";;;;;;;;;;;;;;;;;;;;;;
"4009155-95.2013.8.12.0000,Agravo Regimental Cível / Dano Ambiental,Des. Fernando Mauro Moreira Marinho,Três Lagoas,3ª Câmara Cível,2013-12-02,2013-12-12,""Ementa: E M E N T A- AGRAVO REGIMENTAL EM AGRAVO DE INSTRUMENTO - AÇÃO AMBIENTAL INDENIZATÓRIA C/C OBRIGAÇÃO DE FAZER - PAGAMENTO DOS HONORÁRIOS PERICIAIS - APLICAÇÃO DO CÓDIGO DE DEFESA DO CONSUMIDOR - INVERSÃO DO ÔNUS - RECURSO NÃO PROVIDO. A inversão do ônus da prova, prevista no Código de Defesa do Consumidor, atende ao princípio constitucional da isonomia, assegurando efetivamente o equilíbrio entre os partícipes da relação de consumo, em face da desigualdade do consumidor, cuja proteção é determinada expressamente no artigo 170, inciso V, em perfeita sintonia com o art. 5º, """"caput"""", todos da Constituição Federal. Segundo o artigo 130 do Código de Processo Civil se o magistrado entende ser desnecessária a produção de determinada prova poderá indeferi-la, à vista dos princípios da economia e celeridade processual.""";;;;;;;;;;;;;;;;;;;;;;
"0000043-29.2011.8.12.0005,Apelação Cível / Responsabilidade Civil,Des. Vladimir Abreu da Silva,Aquidauana,5ª Câmara Cível,2013-08-29,2013-12-10,""Ementa: AÇÃO DE INDENIZAÇÃO POR DANOS MORAIS C/C OBRIGAÇÃO DE FAZER - POLUIÇÃO AMBIENTAL - DANOS PROVOCADOS POR ATIVIDADE SIDERÚRGICA - AGRAVO RETIDO - PRESCRIÇÃO OCORRIDA EM RELAÇÃO À AUTARQUIA ESTADUAL - PRAZO QUINQUENAL NAS CONDENAÇÕES DA FAZENDA PÚBLICA - DECRETO Nº 20.910/32 - ENTENDIMENTO ATUAL DA CORTE SUPERIOR - RECURSO PROVIDO. Segundo entendimento atual e pacificado no âmbito do Superior Tribunal de Justiça (Resp nº 1251993/PR), incide nas condenações da Fazenda Pública o prazo quinquenal fixado pelo Decreto nº 20.910/32. Sendo o ato danoso praticado em 23.09.2005 - concessão pela autarquia da Licença de Operação da siderúrgica, sem o preenchimento de todos os requisitos legais exigidos, a prescrição extintiva operou-se em 23.09.2010, restando, portanto, prescrita a ação ajuizada em 15.12.2010, em relação ao Ente Público. APELAÇÃO DA AUTARQUIA - ACOLHIMENTO DA PRESCRIÇÃO EM SEDE DE AGRAVO RETIDO - RECURSO PREJUDICADO. APELAÇÃO DA EMPRESA SIDERÚRGICA - PRELIMINAR SUSCITADA EX OFFICIO - PRESCRIÇÃO TRIENAL DA AÇÃO QUE VISA A REPARAÇÃO CIVIL PELOS DANOS PROVOCADOS - ART. 206, § 3º, V DO CÓDIGO CIVIL - ACOLHIDA - RECURSO NÃO CONHECIDO. A prescrição da reparação civil por danos é trienal, conforme dispõe o art. 206, § 3º, V do Código Civil. Sendo o ato danoso provocado no ano de 2005, operou-se a prescrição da pretensão indenizatória ajuizada no ano de 2010.""";;;;;;;;;;;;;;;;;;;;;;
